 1.000000  0.000630
  0.999315  0.000678
  0.997261  0.000822
  0.993844  0.001060
  0.989074  0.001391
  0.982963  0.001813
  0.975528  0.002321
  0.966790  0.002913
  0.956773  0.003584
  0.945503  0.004329
  0.933013  0.005143
  0.919335  0.006021
  0.904508  0.006957
  0.888573  0.007945
  0.871572  0.008980
  0.853553  0.010054
  0.834565  0.011161
  0.814660  0.012297
  0.793893  0.013453
  0.772320  0.014623
  0.750000  0.015802
  0.726995  0.016981
  0.703368  0.018155
  0.679184  0.019317
  0.654508  0.020459
  0.629410  0.021574
  0.603956  0.022654
  0.578217  0.023691
  0.552264  0.024679
  0.526168  0.025608
  0.500000  0.026470
  0.473832  0.027257
  0.447736  0.027961
  0.421783  0.028574
  0.396044  0.029088
  0.370590  0.029494
  0.345492  0.029787
  0.320816  0.029960
  0.296632  0.030007
  0.273005  0.029924
  0.250000  0.029706
  0.227680  0.029351
  0.206107  0.028857
  0.185340  0.028224
  0.165435  0.027451
  0.146447  0.026542
  0.128428  0.025498
  0.111427  0.024324
  0.095492  0.023024
  0.080665  0.021605
  0.066987  0.020073
  0.054497  0.018433
  0.043227  0.016694
  0.033210  0.014863
  0.024472  0.012947
  0.017037  0.010952
  0.010926  0.008885
  0.006156  0.006752
  0.002739  0.004557
  0.000685  0.002306
  0.000000  0.000000
  0.000685 -0.002306
  0.002739 -0.004557
  0.006156 -0.006752
  0.010926 -0.008885
  0.017037 -0.010952
  0.024472 -0.012947
  0.033210 -0.014863
  0.043227 -0.016694
  0.054497 -0.018433
  0.066987 -0.020073
  0.080665 -0.021605
  0.095492 -0.023024
  0.111427 -0.024324
  0.128428 -0.025498
  0.146447 -0.026542
  0.165435 -0.027451
  0.185340 -0.028224
  0.206107 -0.028857
  0.227680 -0.029351
  0.250000 -0.029706
  0.273005 -0.029924
  0.296632 -0.030007
  0.320816 -0.029960
  0.345492 -0.029787
  0.370590 -0.029494
  0.396044 -0.029088
  0.421783 -0.028574
  0.447736 -0.027961
  0.473832 -0.027257
  0.500000 -0.026470
  0.526168 -0.025608
  0.552264 -0.024679
  0.578217 -0.023691
  0.603956 -0.022654
  0.629410 -0.021574
  0.654508 -0.020459
  0.679184 -0.019317
  0.703368 -0.018155
  0.726995 -0.016981
  0.750000 -0.015802
  0.772320 -0.014623
  0.793893 -0.013453
  0.814660 -0.012297
  0.834565 -0.011161
  0.853553 -0.010054
  0.871572 -0.008980
  0.888573 -0.007945
  0.904508 -0.006957
  0.919335 -0.006021
  0.933013 -0.005143
  0.945503 -0.004329
  0.956773 -0.003584
  0.966790 -0.002913
  0.975528 -0.002321
  0.982963 -0.001813
  0.989074 -0.001391
  0.993844 -0.001060
  0.997261 -0.000822
  0.999315 -0.000678
