  0.500000  0.066175
  0.473832  0.068143
  0.447736  0.069903
  0.421783  0.071435
  0.396044  0.072719
  0.370590  0.073736
  0.345492  0.074468
  0.320816  0.074901
  0.296632  0.075019
  0.273005  0.074810
  0.250000  0.074266
  0.227680  0.073378
  0.206107  0.072143
  0.185340  0.070559
  0.165435  0.068628
  0.146447  0.066354
  0.128428  0.063745
  0.111427  0.060810
  0.095492  0.057561
  0.080665  0.054013
  0.066987  0.050181
  0.054497  0.046083
  0.043227  0.041736
  0.033210  0.037158
  0.024472  0.032367
  0.017037  0.027379
  0.010926  0.022212
  0.006156  0.016879
  0.002739  0.011393
  0.000685  0.005764
  0.000000  0.000000
  0.000685 -0.005764
  0.002739 -0.011393
  0.006156 -0.016879
  0.010926 -0.022212
  0.017037 -0.027379
  0.024472 -0.032367
  0.033210 -0.037158
  0.043227 -0.041736
  0.054497 -0.046083
  0.066987 -0.050181
  0.080665 -0.054013
  0.095492 -0.057561
  0.111427 -0.060810
  0.128428 -0.063745
  0.146447 -0.066354
  0.165435 -0.068628
  0.185340 -0.070559
  0.206107 -0.072143
  0.227680 -0.073378
  0.250000 -0.074266
  0.273005 -0.074810
  0.296632 -0.075019
  0.320816 -0.074901
  0.345492 -0.074468
  0.370590 -0.073736
  0.396044 -0.072719
  0.421783 -0.071435
  0.447736 -0.069903
  0.473832 -0.068143
  0.500000 -0.066175
