  1.000000  0.002520
  0.999315  0.002712
  0.997261  0.003287
  0.993844  0.004241
  0.989074  0.005566
  0.982963  0.007251
  0.975528  0.009285
  0.966790  0.011652
  0.956773  0.014335
  0.945503  0.017316
  0.933013  0.020573
  0.919335  0.024085
  0.904508  0.027829
  0.888573  0.031781
  0.871572  0.035918
  0.853553  0.040215
  0.834565  0.044646
  0.814660  0.049186
  0.793893  0.053810
  0.772320  0.058492
  0.750000  0.063206
  0.726995  0.067925
  0.703368  0.072621
  0.679184  0.077267
  0.654508  0.081835
  0.629410  0.086294
  0.603956  0.090615
  0.578217  0.094766
  0.552264  0.098716
  0.526168  0.102432
  0.500000  0.105881
  0.473832  0.109029
  0.447736  0.111846
  0.421783  0.114296
  0.396044  0.116350
  0.370590  0.117977
  0.345492  0.119149
  0.320816  0.119841
  0.296632  0.120030
  0.273005  0.119696
  0.250000  0.118825
  0.227680  0.117404
  0.206107  0.115428
  0.185340  0.112894
  0.165435  0.109804
  0.146447  0.106166
  0.128428  0.101992
  0.111427  0.097296
  0.095492  0.092098
  0.080665  0.086421
  0.066987  0.080290
  0.054497  0.073733
  0.043227  0.066778
  0.033210  0.059453
  0.024472  0.051787
  0.017037  0.043807
  0.010926  0.035539
  0.006156  0.027007
  0.002739  0.018229
  0.000685  0.009223
  0.000000  0.000000
  0.000685 -0.009223
  0.002739 -0.018229
  0.006156 -0.027007
  0.010926 -0.035539
  0.017037 -0.043807
  0.024472 -0.051787
  0.033210 -0.059453
  0.043227 -0.066778
  0.054497 -0.073733
  0.066987 -0.080290
  0.080665 -0.086421
  0.095492 -0.092098
  0.111427 -0.097296
  0.128428 -0.101992
  0.146447 -0.106166
  0.165435 -0.109804
  0.185340 -0.112894
  0.206107 -0.115428
  0.227680 -0.117404
  0.250000 -0.118825
  0.273005 -0.119696
  0.296632 -0.120030
  0.320816 -0.119841
  0.345492 -0.119149
  0.370590 -0.117977
  0.396044 -0.116350
  0.421783 -0.114296
  0.447736 -0.111846
  0.473832 -0.109029
  0.500000 -0.105881
  0.526168 -0.102432
  0.552264 -0.098716
  0.578217 -0.094766
  0.603956 -0.090615
  0.629410 -0.086294
  0.654508 -0.081835
  0.679184 -0.077267
  0.703368 -0.072621
  0.726995 -0.067925
  0.750000 -0.063206
  0.772320 -0.058492
  0.793893 -0.053810
  0.814660 -0.049186
  0.834565 -0.044646
  0.853553 -0.040215
  0.871572 -0.035918
  0.888573 -0.031781
  0.904508 -0.027829
  0.919335 -0.024085
  0.933013 -0.020573
  0.945503 -0.017316
  0.956773 -0.014335
  0.966790 -0.011652
  0.975528 -0.009285
  0.982963 -0.007251
  0.989074 -0.005566
  0.993844 -0.004241
  0.997261 -0.003287
  0.999315 -0.002712
  1.000000 -0.002520
